bee,family,genus,species
Halictus_tumulorum,Apiaceae,Heracleum,Heracleum sphondylium
Halictus_tumulorum,Asteraceae,Hieracium,Hieracium pilosella
Halictus_tumulorum,Hypericaceae,Hypericum,Hypericum perforatum
Halictus_tumulorum,Asteraceae,Hypochaeris,Hypochaeris radicata
Halictus_tumulorum,Campanulaceae,Jasione,Jasione montana
Halictus_tumulorum,Asteraceae,Leontodon,Leontodon autumnalis
Halictus_tumulorum,Asteraceae,Leucanthemum,Leucanthemum vulgare
Halictus_tumulorum,Caryophyllaceae,Lychnis,Lychnis flos-cuculi
Halictus_tumulorum,Lythraceae,Lythrum,Lythrum salicaria
Halictus_tumulorum,Rosaceae,Malus,Malus domestica
Halictus_tumulorum,Papaveraceae,Papaver,Papaver rhoeas
Halictus_tumulorum,Rosaceae,Potentilla,Potentilla neumanniana
Halictus_tumulorum,Rosaceae,Potentilla,Potentilla reptans
Halictus_tumulorum,Ranunculaceae,Ranunculus,Ranunculus repens
Halictus_tumulorum,Resedaceae,Reseda,Reseda odorata
Halictus_tumulorum,Brassicaceae,Rorippa,Rorippa sylvestris
Halictus_tumulorum,Rosaceae,Rubus,Rubus fruticosus
Halictus_tumulorum,Salicaceae,Salix,Salix aurita
Halictus_tumulorum,Salicaceae,Salix,Salix caprea
Halictus_tumulorum,Salicaceae,Salix,Salix cinerea
Halictus_tumulorum,Salicaceae,Salix,Salix fragilis
Halictus_tumulorum,Salicaceae,Salix,Salix repens
Halictus_tumulorum,Brassicaceae,Sinapis,Sinapis alba
Halictus_tumulorum,Brassicaceae,Sinapis,Sinapis arvensis
Halictus_tumulorum,Asteraceae,Sonchus,Sonchus arvensis
Halictus_tumulorum,Caryophyllaceae,Stellaria,Stellaria holostea
Halictus_tumulorum,Asteraceae,Taraxacum,Taraxacum officinale
Halictus_tumulorum,Fabaceae,Trifolium,Trifolium repens
Halictus_tumulorum,Plantaginaceae,Veronica,Veronica chamaedrys
Hemihalictus_lustrans,Asteraceae,Pyrrhopappus,NA
Heriades_binghami,Asteraceae,Bidens,Bidens pilosa
Heriades_binghami,Rubiaceae,Oldenlandia,Oldenlandia corymbosa
Heriades_binghami,Asteraceae,Vernonia,Vernonia cinerea
Heriades_bruneri,Asteraceae,NA,NA
Heriades_carinata,Asteraceae,Cirsium,NA
Heriades_carinata,Fabaceae,Lotus,NA
Heriades_carinata,Fabaceae,Medicago,NA
Heriades_carinata,Caprifoliaceae,NA,NA
Heriades_carinata,Malvaceae,NA,NA
Heriades_crenulatus,Asteraceae,Centaurea,Centaurea scabiosa
Heriades_crenulatus,Asteraceae,Centaurea,Centaurea stoebe
Heriades_crenulatus,Asteraceae,Cirsium,Cirsium vulgare
Heriades_crenulatus,Asteraceae,Inula,Inula salicina
Heriades_crenulatus,Asteraceae,Onopordum,Onopordum acanthium
Heriades_crenulatus,Asteraceae,Picris,Picris hieracioides
Heriades_crenulatus,Asteraceae,Pulicaria,Pulicaria dysenterica
Heriades_cressoni,Asteraceae,Chrysothamnus,NA
Heriades_cressoni,Asteraceae,Ericameria,NA
Heriades_cressoni,Asteraceae,Erigeron,NA
Heriades_cressoni,Asteraceae,Grindelia,NA
Heriades_cressoni,Asteraceae,Helianthus,NA
Heriades_cressoni,Asteraceae,Machaeranthera,NA
Heriades_cressoni,Asteraceae,Senecio,NA
Heriades_crucifera,Asteraceae,Erigeron,NA
Heriades_crucifera,Asteraceae,Heliomeris,NA
Heriades_crucifera,Asteraceae,Machaeranthera,NA
Heriades_crucifera,Asteraceae,Verbesina,NA
Heriades_rubicola,Asteraceae,NA,NA
Heriades_truncorum,Asteraceae,Inula,Inula ensifolia
Heriades_truncorum,Asteraceae,Pulicaria,Pulicaria dysenterica
Heriades_truncorum,Asteraceae,Buphthalmum,Buphthalmum salicifolium
Heriades_truncorum,Asteraceae,Centaurea,Centaurea jacea
Heriades_truncorum,Asteraceae,Achillea,Achillea filipendulina
Heriades_truncorum,Asteraceae,Achillea,Achillea millefolium
Heriades_truncorum,Asteraceae,Anthemis,Anthemis arvensis
Heriades_truncorum,Asteraceae,Anthemis,Anthemis tinctoria
Heriades_truncorum,Asteraceae,Buphthalmum,Buphthalmum salicifolium
Heriades_truncorum,Asteraceae,Buphthalmum,Buphthalmum salicifolium
Heriades_truncorum,Asteraceae,Calendula,Calendula officinalis
Heriades_truncorum,Asteraceae,Carduus,Carduus crispus
Heriades_truncorum,Asteraceae,Centaurea,Centaurea stoebe
Heriades_truncorum,Asteraceae,Cichorium,Cichorium intybus
Heriades_truncorum,Asteraceae,Cirsium,Cirsium vulgare
Heriades_truncorum,Asteraceae,Crepis,Crepis capillaris
Heriades_truncorum,Asteraceae,Erigeron,Erigeron annuus
Heriades_truncorum,Asteraceae,Hypochaeris,Hypochaeris radicata
Heriades_truncorum,Asteraceae,Leontodon,Leontodon autumnalis
Heriades_truncorum,Asteraceae,Inula,Inula britannica
Heriades_truncorum,Asteraceae,Inula,Inula ensifolia
Heriades_truncorum,Asteraceae,Inula,Inula helenium
Heriades_truncorum,Asteraceae,Inula,Inula hirta
Heriades_truncorum,Asteraceae,Inula,Inula salicina
Heriades_truncorum,Asteraceae,Picris,Picris hieracioides
Heriades_truncorum,Asteraceae,Pulicaria,Pulicaria dysenterica
Heriades_truncorum,Asteraceae,Rudbeckia,Rudbeckia laciniata
Heriades_truncorum,Asteraceae,Senecio,Senecio jacobaea
Heriades_truncorum,Asteraceae,Sonchus,Sonchus arvensis
Heriades_truncorum,Asteraceae,Symphyotrichum,Symphyotrichum novae-angliae
Heriades_truncorum,Asteraceae,Tanacetum,Tanacetum vulgare
Heriades_truncorum,Asteraceae,Tripleurospermum,Tripleurospermum perforatum
Heriades_truncorum,Lamiaceae,Galeopsis,NA
Heriades_variolosa,Asteraceae,NA,NA
Hesperapis_arenicola,Asteraceae,Chaenactis,NA
Hesperapis_arenicola,Asteraceae,Encelia,NA
Hesperapis_arenicola,Asteraceae,Geraea,NA
Hesperapis_arida,Zygophyllaceae,Larrea,Larrea tridentata
Hesperapis_arida,Fabaceae,NA,NA
Hesperapis_carinata,Asteraceae,Helianthus,NA
Hesperapis_cockerelli,Asteraceae,NA,NA
Hesperapis_fulvipes,Asteraceae,Baileya,NA
Hesperapis_fulvipes,Asteraceae,Chaenactis,NA
Hesperapis_fulvipes,Asteraceae,Encelia,NA
Hesperapis_fulvipes,Asteraceae,Geraea,NA
Hesperapis_hurdi,Asteraceae,NA,NA
Hesperapis_ilicifoliae,Rosaceae,Adenostoma,NA
Hesperapis_ilicifoliae,Polygonaceae,Eriogonum,NA
Hesperapis_larreae,Zygophyllaceae,Larrea,Larrea tridentata
Hesperapis_laticeps,Loasaceae,Eucnide,NA
Hesperapis_laticeps,Loasaceae,Mentzelia,NA
Hesperapis_leucura,Fabaceae,Dalea,NA
Hesperapis_oliviae,Asteraceae,NA,NA
Hesperapis_oraria,Asteraceae,Balduina,Balduina angustifolia
Hesperapis_palpalis,Polemoniaceae,NA,NA
Hesperapis_pellucida,Papaveraceae,Eschscholzia,NA
Hesperapis_regularis,Onagraceae,Clarkia,NA
Hesperapis_rhodocerata,Asteraceae,Bahia,NA
Hesperapis_rhodocerata,Asteraceae,Baileya,NA
Hesperapis_rhodocerata,Asteraceae,Chloracantha,NA
Hesperapis_rhodocerata,Asteraceae,Dyssodia,NA
Hesperapis_rhodocerata,Asteraceae,Gutierrezia,NA
Hesperapis_rhodocerata,Asteraceae,Helianthus,NA
Hesperapis_rhodocerata,Asteraceae,Heliomeris,NA
Hesperapis_rhodocerata,Asteraceae,Heterotheca,NA
Hesperapis_rhodocerata,Asteraceae,Hymenothrix,NA
Hesperapis_rhodocerata,Asteraceae,Isocoma,NA
Hesperapis_rhodocerata,Asteraceae,Machaeranthera,NA
Hesperapis_rhodocerata,Asteraceae,Pectis,NA
Hesperapis_rhodocerata,Asteraceae,Verbesina,NA
Hesperapis_rhodocerata,Asteraceae,Xylothamia,NA
Hesperapis_rodecki,Asteraceae,Helianthus,NA
Hesperapis_rufipes,Polemoniaceae,Eriastrum,NA
Hesperapis_rufipes,Polemoniaceae,Navarretia,NA
Hesperapis_sphaeralceae,Malvaceae,NA,NA
Hesperapis_timberlakei,Fabaceae,NA,NA
Hesperapis_trochanterata,Namaceae,Nama,NA
Hesperapis_trochanterata,Hydrophyllaceae,NA,NA
Heterotrigona_itama,Rubiaceae,Ixora,Ixora coccinea
Heterotrigona_itama,Fabaceae,Mimosa,Mimosa pudica
Heterotrigona_itama,Cactaceae,Pereskia,Pereskia sacharosa
Heterotrigona_itama,Fabaceae,Calliandra,Calliandra haematocephala
Heterotrigona_itama,Myrtaceae,Melaleuca,Melaleuca cajuputi
Heterotrigona_itama,Arecaceae,Cocos,Cocos nucifera
Heterotrigona_itama,Passifloraceae,Turnera,Turnera subulata
Heterotrigona_itama,Verbenaceae,Lantana,Lantana camara
Heterotrigona_itama,Malvaceae,Hibiscus,Hibiscus rosa-sinensis
Heterotrigona_itama,Lamiaceae,Clerodendrum,Clerodendrum thomsoniae
Heterotrigona_itama,Melastomataceae,Melastoma,Melastoma malabathricum
Heterotrigona_itama,Myrtaceae,Rhodomyrtus,Rhodomyrtus tomentosa
Heterotrigona_itama,Combretaceae,Combretum,Combretum indicum
Heterotrigona_itama,Oleaceae,Jasminum,Jasminum polyanthum
Heterotrigona_itama,Asteraceae,Ageratum,Ageratum conyzoides
Heterotrigona_itama,Acanthaceae,Andrographis,Andrographis paniculata
Heterotrigona_itama,Oxalidaceae,Averrhoa,Averrhoa carambola
Heterotrigona_itama,Apocynaceae,Nerium,Nerium oleander
Heterotrigona_itama,Acanthaceae,Asystasia,Asystasia gangetica
Heterotrigona_itama,Rubiaceae,Oldenlandia,Oldenlandia corymbosa
Heterotrigona_itama,Fabaceae,Acacia,Acacia auriculiformis
Heterotrigona_itama,Fabaceae,Cassia,Cassia fistula
Heterotrigona_itama,Asteraceae,Cosmos,NA
Heterotrigona_itama,Polygonaceae,NA,NA
Heterotrigona_itama,Amaranthaceae,NA,NA
Heterotrigona_itama,Vitaceae,NA,NA
Homalictus_fijiensis,Melastomataceae,Melastoma,Melastoma denticulatum
Homalictus_fijiensis,Lamiaceae,Vitex,Vitex trifolia
Homalictus_fijiensis,Orchidaceae,Spathoglottis,Spathoglottis pacifica
Homalictus_fijiensis,Goodeniaceae,Scaevola,Scaevola taccada
Homalictus_fijiensis,Malvaceae,Hibiscus,Hibiscus tiliaceus
Homalictus_fijiensis,Rutaceae,Euodia,Euodia hortensis
Homalictus_fijiensis,Rubiaceae,Morinda,Morinda citrifolia
Homalictus_fijiensis,Cordiaceae,Cordia,Cordia subcordata
Homalictus_fijiensis,Combretaceae,Terminalia,Terminalia capitanea
Homalictus_fijiensis,Lecythidaceae,Barringtonia,Barringtonia asiatica
Homalictus_fijiensis,Commelinaceae,Commelina,Commelina diffusa
Homalictus_fijiensis,Rubiaceae,Mussaenda,Mussaenda raiateensis
Homalictus_fijiensis,Convolvulaceae,Ipomoea,Ipomoea obscura
Homotrigona_apicalis,Acanthaceae,Ruellia,Ruellia tuberosa
Homotrigona_apicalis,Asparagaceae,Agave,Agave angustifolia
Homotrigona_apicalis,Cornaceae,Alangium,Alangium salviifolium
Homotrigona_apicalis,Asteraceae,Tridax,Tridax procumbens
Homotrigona_apicalis,Bignoniaceae,Fernandoa,Fernandoa adenophylla
Homotrigona_apicalis,Fabaceae,Senna,Senna siamea
Homotrigona_apicalis,Fabaceae,Delonix,Delonix regia
Homotrigona_apicalis,Convolvulaceae,Merremia,Merremia vitifolia
Homotrigona_apicalis,Convolvulaceae,Ipomoea,Ipomoea aquatica
Homotrigona_apicalis,Cucurbitaceae,Coccinia,Coccinia grandis
Homotrigona_apicalis,Euphorbiaceae,Croton,Croton persimilis
Homotrigona_apicalis,Fabaceae,Mimosa,Mimosa pudica
Homotrigona_apicalis,Fabaceae,Mimosa,Mimosa pigra
Homotrigona_apicalis,Fabaceae,Erythrina,Erythrina stricta
Homotrigona_apicalis,Fabaceae,Millettia,Millettia brandisiana
Homotrigona_apicalis,Rubiaceae,Ixora,Ixora grandifolia
Homotrigona_apicalis,Rubiaceae,Paederia,Paederia linearis
Homotrigona_apicalis,Linderniaceae,Torenia,Torenia fournieri
Homotrigona_apicalis,Lamiaceae,Tectona,Tectona grandis
Homotrigona_apicalis,Costaceae,Costus,Costus speciosus
Homotrigona_apicalis,Amaranthaceae,Gomphrena,Gomphrena celosioides
Homotrigona_apicalis,Asteraceae,Acmella,Acmella paniculata
Homotrigona_apicalis,Asteraceae,Ageratum,Ageratum conyzoides
Homotrigona_apicalis,Asteraceae,Blumea,Blumea lacera
Homotrigona_apicalis,Asteraceae,Cyanthillium,Cyanthillium cinereum
Homotrigona_apicalis,Asteraceae,Synotis,Synotis cappa
Homotrigona_apicalis,Begoniaceae,Begonia,Begonia palmata
Homotrigona_apicalis,Bignoniaceae,Stereospermum,Stereospermum neuranthum
Homotrigona_apicalis,Commelinaceae,Murdannia,Murdannia edulis
Homotrigona_apicalis,Cyperaceae,Scleria,Scleria terrestris
Homotrigona_apicalis,Ericaceae,Vaccinium,Vaccinium sprengelii
Homotrigona_apicalis,Phyllanthaceae,Antidesma,Antidesma ghaesembilla
Homotrigona_apicalis,Euphorbiaceae,Croton,Croton persimilis
Homotrigona_apicalis,Lamiaceae,Gmelina,Gmelina arborea
Homotrigona_apicalis,Malvaceae,Helicteres,Helicteres elongata
Homotrigona_apicalis,Melastomataceae,Melastoma,Melastoma malabathricum
Homotrigona_apicalis,Orchidaceae,Dendrobium,Dendrobium draconis
Homotrigona_apicalis,Orchidaceae,Eulophia,Eulophia spectabilis
Homotrigona_apicalis,Plantaginaceae,Plantago,Plantago major
Homotrigona_apicalis,Rosaceae,Rubus,Rubus alceifolius
Homotrigona_apicalis,Rubiaceae,Gardenia,Gardenia sootepensis
Homotrigona_apicalis,Rubiaceae,Ixora,Ixora cibdela
Homotrigona_apicalis,Rutaceae,Melicope,Melicope viticina
Homotrigona_apicalis,Rubiaceae,Spermacoce,Spermacoce remota
Homotrigona_apicalis,Pentaphylacaceae,Anneslea,Anneslea fragrans
Homotrigona_apicalis,Malvaceae,Grewia,Grewia abutilifolia
Homotrigona_apicalis,Zingiberaceae,Alpinia,Alpinia malaccensis
Homotrigona_binghami,Primulaceae,Ardisia,Ardisia elliptica
Homotrigona_binghami,Fabaceae,Cassia,Cassia fistula
Homotrigona_binghami,Araceae,Colocasia,Colocasia gigantea
Homotrigona_binghami,Ebenaceae,Diospyros,Diospyros discolor
Homotrigona_binghami,Sapindaceae,Allophylus,Allophylus rubifolius
Homotrigona_binghami,Fabaceae,Peltophorum,Peltophorum pterocarpum
Homotrigona_fimbriata,Primulaceae,Ardisia,Ardisia elliptica
Homotrigona_fimbriata,Acanthaceae,Ruellia,Ruellia tuberosa
Homotrigona_fimbriata,Asteraceae,Tridax,Tridax procumbens
Homotrigona_fimbriata,Bignoniaceae,Fernandoa,Fernandoa adenophylla
Homotrigona_fimbriata,Fabaceae,Senna,Senna siamea
Homotrigona_fimbriata,Convolvulaceae,Merremia,Merremia vitifolia
Homotrigona_fimbriata,Convolvulaceae,Ipomoea,Ipomoea aquatica
Homotrigona_fimbriata,Fabaceae,Mimosa,Mimosa pudica
Homotrigona_fimbriata,Fabaceae,Mimosa,Mimosa pigra
Homotrigona_fimbriata,Fabaceae,Erythrina,Erythrina stricta
Homotrigona_fimbriata,Arecaceae,Caryota,Caryota maxima
Homotrigona_fimbriata,Fabaceae,Cassia,Cassia bakeriana
Homotrigona_fimbriata,Lythraceae,Lagerstroemia,Lagerstroemia calyculata
Homotrigona_fimbriata,Lythraceae,Lagerstroemia,Lagerstroemia tomentosa
Homotrigona_fimbriata,Lythraceae,Lagerstroemia,Lagerstroemia macrocarpa
Homotrigona_fimbriata,Acanthaceae,Thunbergia,Thunbergia laurifolia
Homotrigona_fimbriata,Zingiberaceae,Zingiber,Zingiber officinale
Homotrigona_fimbriata,Acanthaceae,Asystasia,Asystasia salicifolia
Homotrigona_fimbriata,Acanthaceae,Thunbergia,Thunbergia grandiflora
Homotrigona_fimbriata,Amaryllidaceae,Hippeastrum,Hippeastrum puniceum
Homotrigona_fimbriata,Asteraceae,Blumea,Blumea lacera
Homotrigona_fimbriata,Fabaceae,Crotalaria,Crotalaria alata
Homotrigona_fimbriata,Asteraceae,Synotis,Synotis cappa
Homotrigona_fimbriata,Euphorbiaceae,Croton,Croton decalvatus
Homotrigona_fimbriata,Fabaceae,Afzelia,Afzelia xylocarpa
Homotrigona_fimbriata,Fabaceae,Millettia,Millettia brandisiana
Homotrigona_fimbriata,Melastomataceae,Melastoma,Melastoma malabathricum
Homotrigona_fimbriata,Meliaceae,Azadirachta,Azadirachta indica
Homotrigona_fimbriata,Oleaceae,Jasminum,Jasminum siamense
Homotrigona_fimbriata,Orchidaceae,Eulophia,Eulophia spectabilis
Homotrigona_fimbriata,Plantaginaceae,Plantago,Plantago major
Homotrigona_fimbriata,Rosaceae,Prunus,Prunus cerasoides
Homotrigona_fimbriata,Solanaceae,Solanum,Solanum torvum
Homotrigona_fimbriata,Pentaphylacaceae,Anneslea,Anneslea fragrans
Homotrigona_fimbriata,Muntingiaceae,Muntingia,Muntingia calabura
Homotrigona_fimbriata,Zingiberaceae,Alpinia,Alpinia malaccensis
Homotrigona_haematoptera,Primulaceae,Ardisia,Ardisia elliptica
Homotrigona_haematoptera,Dilleniaceae,Dillenia,Dillenia excelsa
Homotrigona_haematoptera,Euphorbiaceae,Mallotus,NA
Homotrigona_melanoleuca,Acanthaceae,Thunbergia,Thunbergia grandiflora
Homotrigona_melanoleuca,Apocynaceae,Rauvolfia,Rauvolfia serpentina
Homotrigona_melanoleuca,Asteraceae,Acmella,Acmella paniculata
Homotrigona_melanoleuca,Asteraceae,Crassocephalum,Crassocephalum crepidioides
Homotrigona_melanoleuca,Asteraceae,Cyanthillium,Cyanthillium cinereum
Homotrigona_melanoleuca,Asteraceae,Synotis,Synotis cappa
Homotrigona_melanoleuca,Asteraceae,Vernonia,Vernonia gratiosa
Homotrigona_melanoleuca,Bignoniaceae,Stereospermum,Stereospermum neuranthum
Homotrigona_melanoleuca,Commelinaceae,Murdannia,Murdannia edulis
Homotrigona_melanoleuca,Convolvulaceae,Merremia,Merremia vitifolia
Homotrigona_melanoleuca,Cyperaceae,Scleria,Scleria terrestris
Homotrigona_melanoleuca,Ericaceae,Vaccinium,Vaccinium sprengelii
Homotrigona_melanoleuca,Phyllanthaceae,Antidesma,Antidesma ghaesembilla
Homotrigona_melanoleuca,Fabaceae,Entada,Entada glandulosa
Homotrigona_melanoleuca,Fabaceae,Melilotus,Melilotus suaveolens
Homotrigona_melanoleuca,Fabaceae,Millettia,Millettia brandisiana
Homotrigona_melanoleuca,Lamiaceae,Gmelina,Gmelina arborea
Homotrigona_melanoleuca,Malvaceae,Helicteres,Helicteres elongata
Homotrigona_melanoleuca,Melastomataceae,Melastoma,Melastoma malabathricum
Homotrigona_melanoleuca,Meliaceae,Azadirachta,Azadirachta indica
Homotrigona_melanoleuca,Orchidaceae,Dendrobium,Dendrobium draconis
Homotrigona_melanoleuca,Orchidaceae,Hetaeria,Hetaeria oblongifolia
Homotrigona_melanoleuca,Orchidaceae,Nervilia,Nervilia concolor
Homotrigona_melanoleuca,Plantaginaceae,Plantago,Plantago major
Homotrigona_melanoleuca,Rosaceae,Prunus,Prunus cerasoides
Homotrigona_melanoleuca,Rosaceae,Rubus,Rubus alceifolius
Homotrigona_melanoleuca,Rubiaceae,Gardenia,Gardenia sootepensis
Homotrigona_melanoleuca,Rubiaceae,Ixora,Ixora cibdela
Homotrigona_melanoleuca,Rubiaceae,Spermacoce,Spermacoce remota
Homotrigona_melanoleuca,Smilacaceae,Smilax,Smilax verticalis
Homotrigona_melanoleuca,Pentaphylacaceae,Anneslea,Anneslea fragrans
Homotrigona_melanoleuca,Malvaceae,Grewia,Grewia abutilifolia
Homotrigona_melanoleuca,Muntingiaceae,Muntingia,Muntingia calabura
Homotrigona_melanoleuca,Zingiberaceae,Alpinia,Alpinia malaccensis
Hoplitis_acuticornis,Fabaceae,Lathyrus,Lathyrus sylvestris
Hoplitis_acuticornis,Fabaceae,Lathyrus,Lathyrus tuberosus
Hoplitis_acuticornis,Fabaceae,Lotus,Lotus corniculatus
Hoplitis_acuticornis,Fabaceae,Medicago,Medicago sativa
Hoplitis_acuticornis,Fabaceae,Vicia,Vicia villosa
Hoplitis_acuticornis,Fabaceae,Trifolium,NA
Hoplitis_adunca,Boraginaceae,Echium,Echium vulgare
Hoplitis_adunca,Boraginaceae,Echium,Echium plantagineum
Hoplitis_annulata,Boraginaceae,Echium,NA
Hoplitis_anthocopoides,Boraginaceae,Echium,Echium vulgare
Hoplitis_aqabaensis,Boraginaceae,Echiochilon,NA
Hoplitis_basingeri,Boraginaceae,Cryptantha,NA
Hoplitis_bassana,Boraginaceae,Trichodesma,NA
Hoplitis_benoisti,Boraginaceae,Echium,NA
Hoplitis_bidenticauda,Boraginaceae,Cryptantha,NA
Hoplitis_bihamata,Boraginaceae,Echium,NA
Hoplitis_bihamata,Lamiaceae,NA,NA
Hoplitis_bihamata,Fabaceae,NA,NA
Hoplitis_biscutellae,Asteraceae,Balduina,Balduina angustifolia
Hoplitis_biscutellae,Zygophyllaceae,Larrea,Larrea tridentata
Hoplitis_brunnescens,Boraginaceae,Trichodesma,NA
Hoplitis_brunnescens,Plantaginaceae,Antirrhineae,NA
Hoplitis_brunnescens,Boraginaceae,Echium,NA
Hoplitis_bullifacies,Hydrophyllaceae,Phacelia,NA
Hoplitis_bunocephala,Fabaceae,Lotus,NA
Hoplitis_carinata,Fabaceae,NA,NA
Hoplitis_caudex,Boraginaceae,Cryptantha,NA
Hoplitis_christae,Acanthaceae,Blepharis,NA
Hoplitis_claviventris,Asteraceae,Centaurea,Centaurea jacea
Hoplitis_claviventris,Boraginaceae,Echium,Echium vulgare
Hoplitis_claviventris,Hypericaceae,Hypericum,Hypericum perforatum
Hoplitis_claviventris,Fabaceae,Lathyrus,Lathyrus tuberosus
Hoplitis_claviventris,Fabaceae,Lotus,Lotus corniculatus
Hoplitis_claviventris,Fabaceae,Lotus,Lotus pedunculatus
Hoplitis_claviventris,Fabaceae,Melilotus,Melilotus albus
Hoplitis_claviventris,Fabaceae,Melilotus,Melilotus officinalis
Hoplitis_claviventris,Fabaceae,Onobrychis,Onobrychis viciifolia
Hoplitis_claviventris,Rosaceae,Rubus,Rubus fruticosus
Hoplitis_claviventris,Fabaceae,Securigera,Securigera varia
Hoplitis_claviventris,Crassulaceae,Sedum,Sedum rupestre
Hoplitis_claviventris,Fabaceae,Trifolium,Trifolium pratense
Hoplitis_claviventris,Fabaceae,Trifolium,Trifolium repens
Hoplitis_claviventris,Fabaceae,Vicia,Vicia cracca
Hoplitis_claviventris,Fabaceae,Vicia,Vicia sepium
Hoplitis_claviventris,Fabaceae,Vicia,Vicia tenuifolia
Hoplitis_colei,Namaceae,Eriodictyon,NA
Hoplitis_cryptanthae,Boraginaceae,Cryptantha,NA
Hoplitis_ctenophora,Boraginaceae,Echium,NA
Hoplitis_ctenophora,Fabaceae,NA,NA
Hoplitis_dalmatica,Caprifoliaceae,Knautia,Knautia arvensis
Hoplitis_dalmatica,Dipsacaceae,NA,NA
Hoplitis_deserticola,Boraginaceae,Cryptantha,NA
Hoplitis_elongaticeps,Fabaceae,Astragalus,NA
Hoplitis_elongaticeps,Fabaceae,Dalea,NA
Hoplitis_elongaticeps,Fabaceae,Lotus,NA
Hoplitis_evansi,Boraginaceae,Cryptantha,NA
Hoplitis_fabrei,Boraginaceae,Echium,NA
Hoplitis_fabrei,Fabaceae,NA,NA
Hoplitis_fabrei,Fabaceae,NA,NA
Hoplitis_fabrei,Campanulaceae,NA,NA
Hoplitis_fertoni,Boraginaceae,Lithodora,Lithodora fruticosa
Hoplitis_flabellifera,Boraginaceae,Anchusa,NA
Hoplitis_flabellifera,Boraginaceae,Echium,NA
Hoplitis_flabellifera,Fabaceae,NA,NA
Hoplitis_fortispina,Fabaceae,NA,NA
Hoplitis_hamulicornis,Boraginaceae,Cryptantha,NA
Hoplitis_hierichonica,Boraginaceae,Echium,NA
Hoplitis_hoggara,Fabaceae,NA,NA
Hoplitis_holmboei,Boraginaceae,Onosma,NA
Hoplitis_holmboei,Boraginaceae,Echium,NA
Hoplitis_holmboei,Boraginaceae,Lithodora,NA
Hoplitis_homalocera,Boraginaceae,Podonosma,NA
Hoplitis_howardi,Fabaceae,Lotus,NA
Hoplitis_incanescens,Boraginaceae,Cryptantha,NA
Hoplitis_insularis,Boraginaceae,Echium,NA
Hoplitis_insularis,Fabaceae,NA,NA
Hoplitis_insularis,Fabaceae,NA,NA
Hoplitis_israelica,Boraginaceae,Echium,NA
Hoplitis_jacintana,Boraginaceae,Cryptantha,NA
Hoplitis_jheringii,Fabaceae,NA,NA
Hoplitis_jheringii,Fabaceae,NA,NA
Hoplitis_karooensis,Asteraceae,Rhynchopsidium,Rhynchopsidium pumilum
Hoplitis_karooensis,Asteraceae,Pteronia,Pteronia incana
Hoplitis_karooensis,Asteraceae,Chrysocoma,Chrysocoma ciliata
Hoplitis_karooensis,Asteraceae,Helichrysum,Helichrysum stellatum
Hoplitis_karooensis,Asteraceae,Amellus,Amellus microglossus
Hoplitis_karooensis,Asteraceae,Dimorphotheca,Dimorphotheca pluvialis
Hoplitis_karooensis,Asteraceae,Osteospermum,Osteospermum clandestinum
Hoplitis_karooensis,Asteraceae,Didelta,Didelta carnosa
Hoplitis_karooensis,Asteraceae,Senecio,NA
Hoplitis_karooensis,Asteraceae,Felicia,NA
Hoplitis_karooensis,Asteraceae,Oedera,NA
Hoplitis_karooensis,Asteraceae,Euryops,NA
Hoplitis_karooensis,Asteraceae,Rosenia,NA
Hoplitis_karooensis,Asteraceae,Leysera,NA
Hoplitis_karooensis,Asteraceae,Ursinia,NA
Hoplitis_karooensis,Asteraceae,Chrysanthemoides,NA
Hoplitis_karooensis,Asteraceae,Arctotis,NA
Hoplitis_lepeletieri,Boraginaceae,Echium,Echium vulgare
Hoplitis_leucomelana,Fabaceae,Lathyrus,Lathyrus sylvestris
Hoplitis_leucomelana,Fabaceae,Lathyrus,Lathyrus tuberosus
Hoplitis_leucomelana,Fabaceae,Lotus,Lotus corniculatus
Hoplitis_leucomelana,Lythraceae,Lythrum,Lythrum salicaria
Hoplitis_leucomelana,Fabaceae,Melilotus,Melilotus albus
Hoplitis_leucomelana,Fabaceae,Melilotus,Melilotus officinalis
Hoplitis_leucomelana,Lamiaceae,Origanum,Origanum vulgare
Hoplitis_leucomelana,Asteraceae,Picris,Picris hieracioides
Hoplitis_leucomelana,Rosaceae,Rubus,Rubus fruticosus
Hoplitis_leucomelana,Crassulaceae,Sedum,Sedum rupestre
Hoplitis_leucomelana,Fabaceae,Trifolium,Trifolium dubium
Hoplitis_leucomelana,Fabaceae,Trifolium,Trifolium repens
Hoplitis_loti,Fabaceae,Lotus,Lotus corniculatus
Hoplitis_loti,Fabaceae,Onobrychis,Onobrychis montana
Hoplitis_loti,Boraginaceae,Echium,NA
Hoplitis_loti,Fabaceae,Trifolium,NA
Hoplitis_loti,Fabaceae,NA,NA
Hoplitis_loti,Crassulaceae,NA,NA
Hoplitis_manicata,Boraginaceae,Echium,NA
Hoplitis_marchali,Fabaceae,NA,NA
Hoplitis_mazzuccoi,Fabaceae,NA,NA
Hoplitis_micheneri,Fabaceae,Amorpha,NA
Hoplitis_mitis,Campanulaceae,Campanula,Campanula glomerata
Hoplitis_mitis,Campanulaceae,Campanula,Campanula patula
Hoplitis_mitis,Campanulaceae,Campanula,Campanula rapunculoides
