providedName,finalName
Tetraloniella vandykei,Tetraloniella vandykei
Tetraloniella wilmattae,Tetraloniella wilmattae
Townsendiella californica,Townsendiella californica
Townsendiella ensifera,Townsendiella ensifera
Townsendiella pulchra,Townsendiella pulchra
Townsendiella rufiventris,Townsendiella rufiventris
Trachandrena albofoveata,Andrena imitatrix
Trachandrena amphibola,Andrena amphibola
Trachandrena auricauda,Andrena salicifloris
Trachandrena cleodora,Andrena cleodora
Trachandrena fuscicauda,Andrena fuscicauda
Trachandrena hadra,Andrena amphibola
Trachandrena indotata,Andrena forbesii
Trachandrena limarea,Andrena amphibola
Trachandrena ochreopleura,Andrena cupreotincta
Trachusa autumnalis,Trachusa autumnalis
Trachusa bequaerti,Trachusa bequaerti
Trachusa cordaticeps,Trachusa cordaticeps
Trachusa crassipes,Trachusa crassipes
Trachusa dorsalis,Trachusa dorsalis
Trachusa gummifera,Trachusa gummifera
Trachusa interdisciplinaris,Trachusa interdisciplinaris
Trachusa larreae,Trachusa larreae
Trachusa manni,Trachusa manni
Trachusa occidentalis,Trachusa occidentalis
Trachusa perdita,Trachusa perdita
Trachusa ridingsii,Trachusa ridingsii
Trachusa timberlakei,Trachusa timberlakei
Trachusa zebrata,Trachusa zebrata
Triepeolus agaricifer,Epeolus flavofasciatus
Triepeolus ancoratus,Triepeolus ancoratus
Triepeolus antiochensis,Triepeolus antiochensis
Triepeolus argentimus,Triepeolus argentimus
Triepeolus argus,Triepeolus argus
Triepeolus atripes,Triepeolus atripes
Triepeolus balteatus,Triepeolus balteatus
Triepeolus banksi,Epeolus banksi
Triepeolus bardus,Triepeolus distinctus
Triepeolus bilineatus,Triepeolus bilineatus
Triepeolus bimorulus,Triepeolus bimorulus
Triepeolus californicus,Triepeolus californicus
Triepeolus charlesi,Triepeolus charlesi
Triepeolus circumculus,Triepeolus circumculus
Triepeolus cirsianus,Triepeolus donatus
Triepeolus concavus,Triepeolus concavus
Triepeolus coquilletti,Triepeolus helianthi
Triepeolus cressonii,Triepeolus cressonii
Triepeolus custeri,Triepeolus custeri
Triepeolus cyclurus,Triepeolus cyclurus
Triepeolus dacotensis,Triepeolus dacotensis
Triepeolus denverensis,Triepeolus denverensis
Triepeolus diffusus,Triepeolus diffusus
Triepeolus dilutus,Triepeolus dilutus
Triepeolus distinctus,Triepeolus distinctus
Triepeolus diversipes,Triepeolus diversipes
Triepeolus donatus,Triepeolus donatus
Triepeolus eldoradensis,Triepeolus eldoradensis
Triepeolus eldredi,Triepeolus texanus
Triepeolus eliseae,Triepeolus eliseae
Triepeolus engeli,Triepeolus engeli
Triepeolus fortis,Triepeolus martini
Triepeolus fraserae,Triepeolus fraserae
Triepeolus gabrielis,Epeolus compactus
Triepeolus georgicus,Triepeolus georgicus
Triepeolus grandis,Triepeolus grandis
Triepeolus helianthi,Triepeolus helianthi
Triepeolus heterurus,Triepeolus utahensis
Triepeolus hopkinsi,Triepeolus hopkinsi
Triepeolus insolitus,Triepeolus martini
Triepeolus intrepidus,Triepeolus intrepidus
Triepeolus isocomae,Triepeolus isocomae
Triepeolus isohedrus,Triepeolus isohedrus
Triepeolus joliae,Triepeolus joliae
Triepeolus junctus,Triepeolus rhododontus
Triepeolus kathrynae,Triepeolus kathrynae
Triepeolus laticaudus,Triepeolus laticaudus
Triepeolus laticeps,Triepeolus laticeps
Triepeolus lestes,Triepeolus subalpinus
Triepeolus lineatulus,Triepeolus helianthi
Triepeolus loganensis,Triepeolus fraserae
Triepeolus loomisorum,Triepeolus loomisorum
Triepeolus lunatus,Triepeolus lunatus
Triepeolus lusor,Triepeolus lusor
Triepeolus maculiventris,Triepeolus helianthi
Triepeolus margaretae,Triepeolus margaretae
Triepeolus martini,Triepeolus martini
Triepeolus matildae,Triepeolus matildae
Triepeolus melanarius,Triepeolus melanarius
Triepeolus mesillae,Triepeolus distinctus
Triepeolus mexicanus,Triepeolus mexicanus
Triepeolus michiganensis,Triepeolus michiganensis
Triepeolus micropygius,Triepeolus micropygius
Triepeolus monardae,Triepeolus monardae
Triepeolus nevadensis,Triepeolus nevadensis
Triepeolus nigrihirtus,Triepeolus nigrihirtus
Triepeolus norae,Triepeolus norae
Triepeolus obliteratus,Triepeolus obliteratus
Triepeolus occidentalis,Triepeolus occidentalis
Triepeolus paenepectoralis,Triepeolus paenepectoralis
Triepeolus partitus,Triepeolus partitus
Triepeolus parvidiversipes,Triepeolus parvidiversipes
Triepeolus parvus,Triepeolus parvus
Triepeolus pectoralis,Triepeolus pectoralis
Triepeolus penicilliferus,Triepeolus penicilliferus
Triepeolus perpictus,Triepeolus perpictus
Triepeolus phaeopygus,Triepeolus phaeopygus
Triepeolus pimarum,Triepeolus distinctus
Triepeolus punctoclypeus,Triepeolus punctoclypeus
Triepeolus quadrifasciatus,Triepeolus quadrifasciatus
Triepeolus rectangularis,Triepeolus texanus
Triepeolus remigatus,Triepeolus remigatus
Triepeolus rhododontus,Triepeolus rhododontus
Triepeolus robustus,Triepeolus robustus
Triepeolus rohweri,Triepeolus rohweri
Triepeolus rufithorax,Triepeolus rufithorax
Triepeolus rufoclypeus,Triepeolus rufoclypeus
Triepeolus sandhousae,Triepeolus fraserae
Triepeolus sarothrinus,Triepeolus sarothrinus
Triepeolus scelestus,Triepeolus scelestus
Triepeolus segregatus,Triepeolus segregatus
Triepeolus simplex,Triepeolus simplex
Triepeolus subalpinus,Triepeolus subalpinus
Triepeolus sublunatus,Triepeolus sublunatus
Triepeolus subnitens,Triepeolus subnitens
Triepeolus tanneri,Triepeolus tanneri
Triepeolus texanus,Triepeolus texanus
Triepeolus timberlakei,Triepeolus timberlakei
Triepeolus townsendi,Triepeolus townsendi
Triepeolus utahensis,Triepeolus utahensis
Triepeolus vandykei,Triepeolus paenepectoralis
Triepeolus verbesinae,Triepeolus verbesinae
Triepeolus vernus,Triepeolus vernus
Triepeolus warriti,Triepeolus warriti
Triopasites penniger,Triopasites penniger
Xenoglossa kansensis,Xenoglossa kansensis
Xenoglossa patricia,Xenoglossa patricia
Xenoglossa spriuna,Peponapis pruinosa
Xenoglossa strenua,Xenoglossa strenua
Xenoglossodes imitatrix,Tetraloniella imitatrix
Xeralictus bicuspidariae,Xeralictus bicuspidariae
Xeralictus timberlakei,Xeralictus timberlakei
Xeromelecta californica,Brachymelecta californica
Xeromelecta interrupta,Brachymelecta interrupta
Xeromelecta larreae,Brachymelecta larreae
Xylocopa appendiculata,Xylocopa appendiculata
Xylocopa arizonensis,Xylocopa californica
Xylocopa brasilianorum,Xylocopa sonorina
Xylocopa brasilianorum,Xylocopa mexicanorum
Xylocopa californica,Xylocopa californica
Xylocopa libocedri,Xylocopa californica
Xylocopa loripes,Xylocopa loripes
Xylocopa mexicanorum,Xylocopa mexicanorum
Xylocopa micans,Xylocopa micans
Xylocopa micheneri,Xylocopa micheneri
Xylocopa sonorina,Xylocopa sonorina
Xylocopa strandi,Xylocopa strandi
Xylocopa tabaniformis,Xylocopa tabaniformis
Xylocopa varipuncta,Xylocopa sonorina
Zacesta rufipes,Hesperapis rufipes
Zacosmia maculata,Zacosmia maculata
Zikanapis elegans,Zikanapis elegans
